spot1,spot2,date,amount
DC5,DC3,2021/2/24,105
DC5,DC9,2021/2/24,2
DC5,DC10,2021/2/24,728
DC7,DC3,2021/2/24,541
DC7,DC5,2021/2/24,399
DC7,DC9,2021/2/24,5583
DC7,DC10,2021/2/24,2
DC9,DC3,2021/2/24,5468
DC9,DC5,2021/2/24,8354
DC9,DC10,2021/2/24,526
DC10,DC3,2021/2/24,6989
DC10,DC5,2021/2/24,7705
DC10,DC9,2021/2/24,325
DC3,DC5,2021/2/25,2
DC5,DC3,2021/2/25,220
DC5,DC9,2021/2/25,11
DC5,DC10,2021/2/25,337
DC7,DC3,2021/2/25,450
DC7,DC5,2021/2/25,273
DC7,DC9,2021/2/25,2984
DC7,DC10,2021/2/25,15
DC9,DC3,2021/2/25,12169
DC9,DC5,2021/2/25,9254
DC9,DC10,2021/2/25,143
DC10,DC3,2021/2/25,8160
DC10,DC5,2021/2/25,7553
DC10,DC9,2021/2/25,318
DC3,DC5,2021/2/26,4
DC5,DC3,2021/2/26,72
DC5,DC9,2021/2/26,1
DC5,DC10,2021/2/26,472
DC7,DC3,2021/2/26,310
DC7,DC5,2021/2/26,897
DC7,DC9,2021/2/26,2165
DC7,DC10,2021/2/26,12
DC9,DC3,2021/2/26,8746
DC9,DC5,2021/2/26,10911
DC9,DC10,2021/2/26,199
DC10,DC3,2021/2/26,5156
DC10,DC5,2021/2/26,4366
DC10,DC9,2021/2/26,480
DC3,DC5,2021/2/27,3
DC5,DC3,2021/2/27,85
DC5,DC9,2021/2/27,4
DC5,DC10,2021/2/27,541
DC7,DC3,2021/2/27,503
DC7,DC5,2021/2/27,665
DC7,DC9,2021/2/27,2867
DC7,DC10,2021/2/27,8
DC9,DC3,2021/2/27,7549
DC9,DC5,2021/2/27,5944
DC9,DC10,2021/2/27,150
DC10,DC3,2021/2/27,6176
DC10,DC5,2021/2/27,7497
DC10,DC9,2021/2/27,328
DC3,DC5,2021/2/28,2
DC5,DC3,2021/2/28,34
DC5,DC9,2021/2/28,6
DC5,DC10,2021/2/28,386
DC7,DC3,2021/2/28,659
DC7,DC5,2021/2/28,292
DC7,DC9,2021/2/28,2827
DC9,DC3,2021/2/28,5361
DC9,DC5,2021/2/28,7227
DC9,DC10,2021/2/28,405
DC10,DC3,2021/2/28,7830
DC10,DC5,2021/2/28,2179
DC10,DC9,2021/2/28,297
DC3,DC5,2021/3/1,6
DC3,DC10,2021/3/1,4
DC5,DC3,2021/3/1,88
DC5,DC9,2021/3/1,3
DC5,DC10,2021/3/1,277
DC7,DC3,2021/3/1,418
DC7,DC5,2021/3/1,311
DC7,DC9,2021/3/1,1090
DC9,DC3,2021/3/1,4776
DC9,DC5,2021/3/1,4651
DC9,DC10,2021/3/1,171
DC10,DC3,2021/3/1,12475
DC10,DC5,2021/3/1,3523
DC10,DC9,2021/3/1,311
DC3,DC5,2021/3/2,2
DC3,DC9,2021/3/2,2
DC3,DC10,2021/3/2,13
DC5,DC3,2021/3/2,66
DC5,DC9,2021/3/2,1
DC5,DC10,2021/3/2,847
DC7,DC3,2021/3/2,517
DC7,DC5,2021/3/2,412
DC7,DC9,2021/3/2,2283
DC7,DC10,2021/3/2,3
DC9,DC3,2021/3/2,9360
DC9,DC5,2021/3/2,14241
DC9,DC10,2021/3/2,264
DC10,DC3,2021/3/2,4483
DC10,DC5,2021/3/2,7013
DC10,DC9,2021/3/2,258
DC5,DC3,2021/3/3,39
DC5,DC9,2021/3/3,5
DC5,DC10,2021/3/3,342
DC7,DC3,2021/3/3,783
DC7,DC5,2021/3/3,288
DC7,DC9,2021/3/3,5124
DC9,DC3,2021/3/3,4653
DC9,DC5,2021/3/3,12119
DC9,DC10,2021/3/3,151
DC10,DC3,2021/3/3,5612
DC10,DC5,2021/3/3,16074
DC10,DC9,2021/3/3,1774
DC3,DC10,2021/3/4,7
DC5,DC3,2021/3/4,99
DC5,DC9,2021/3/4,13
DC5,DC10,2021/3/4,344
DC7,DC3,2021/3/4,270
DC7,DC5,2021/3/4,482
DC7,DC9,2021/3/4,3795
DC9,DC3,2021/3/4,10930
DC9,DC5,2021/3/4,6306
DC9,DC10,2021/3/4,198
DC10,DC3,2021/3/4,4163
DC10,DC5,2021/3/4,5381
DC10,DC9,2021/3/4,815
DC2,DC3,2021/3/5,9
DC2,DC5,2021/3/5,6
DC2,DC9,2021/3/5,33
DC3,DC5,2021/3/5,2
DC3,DC10,2021/3/5,2
DC5,DC3,2021/3/5,122
DC5,DC9,2021/3/5,2
DC5,DC10,2021/3/5,282
DC7,DC3,2021/3/5,602
DC7,DC5,2021/3/5,734
DC7,DC9,2021/3/5,3121
DC7,DC10,2021/3/5,6
DC9,DC3,2021/3/5,15182
DC9,DC5,2021/3/5,5220
DC9,DC10,2021/3/5,202
DC10,DC3,2021/3/5,14708
DC10,DC5,2021/3/5,4260
DC10,DC9,2021/3/5,743
DC2,DC9,2021/3/6,2
DC3,DC5,2021/3/6,5
DC3,DC10,2021/3/6,2
DC5,DC3,2021/3/6,104
DC5,DC9,2021/3/6,15
DC5,DC10,2021/3/6,399
DC7,DC3,2021/3/6,365
DC7,DC5,2021/3/6,412
DC7,DC9,2021/3/6,3941
DC7,DC10,2021/3/6,4
DC9,DC3,2021/3/6,7093
DC9,DC5,2021/3/6,4688
DC9,DC10,2021/3/6,252
DC10,DC3,2021/3/6,2567
DC10,DC5,2021/3/6,7344
DC10,DC9,2021/3/6,225
DC3,DC5,2021/3/7,2
DC3,DC9,2021/3/7,2
DC3,DC10,2021/3/7,7
DC5,DC3,2021/3/7,100
DC5,DC9,2021/3/7,3
DC5,DC10,2021/3/7,990
DC7,DC3,2021/3/7,293
DC7,DC5,2021/3/7,304
DC7,DC9,2021/3/7,2892
DC7,DC10,2021/3/7,2
DC9,DC3,2021/3/7,6885
DC9,DC5,2021/3/7,5287
DC9,DC10,2021/3/7,187
DC10,DC3,2021/3/7,3467
DC10,DC5,2021/3/7,7843
DC10,DC9,2021/3/7,269
DC3,DC5,2021/3/8,6
DC5,DC3,2021/3/8,85
DC5,DC9,2021/3/8,3
DC5,DC10,2021/3/8,377
DC7,DC3,2021/3/8,507
DC7,DC5,2021/3/8,265
DC7,DC9,2021/3/8,3918
DC9,DC3,2021/3/8,11906
DC9,DC5,2021/3/8,14855
DC9,DC10,2021/3/8,144
DC10,DC3,2021/3/8,7882
DC10,DC5,2021/3/8,3822
DC10,DC9,2021/3/8,453
DC2,DC5,2021/3/9,2
DC3,DC5,2021/3/9,4
DC3,DC10,2021/3/9,2
DC5,DC3,2021/3/9,38
DC5,DC9,2021/3/9,2
DC5,DC10,2021/3/9,403
DC7,DC3,2021/3/9,719
DC7,DC5,2021/3/9,519
DC7,DC9,2021/3/9,3684
DC9,DC3,2021/3/9,6219
DC9,DC5,2021/3/9,5681
DC9,DC10,2021/3/9,168
DC10,DC3,2021/3/9,6960
DC10,DC5,2021/3/9,5135
DC10,DC9,2021/3/9,277
DC3,DC10,2021/3/10,2
DC5,DC3,2021/3/10,57
DC5,DC10,2021/3/10,357
DC7,DC3,2021/3/10,351
DC7,DC5,2021/3/10,416
DC7,DC9,2021/3/10,3410
DC7,DC10,2021/3/10,10
DC9,DC3,2021/3/10,5184
DC9,DC5,2021/3/10,8756
DC9,DC10,2021/3/10,186
DC10,DC3,2021/3/10,6666
DC10,DC5,2021/3/10,4167
DC10,DC9,2021/3/10,162
DC3,DC10,2021/3/11,6
DC5,DC3,2021/3/11,56
DC5,DC9,2021/3/11,2
DC5,DC10,2021/3/11,169
DC7,DC3,2021/3/11,392
DC7,DC5,2021/3/11,469
DC7,DC9,2021/3/11,2465
DC7,DC10,2021/3/11,2
DC9,DC3,2021/3/11,10433
DC9,DC5,2021/3/11,6134
DC9,DC10,2021/3/11,275
DC10,DC3,2021/3/11,5269
DC10,DC5,2021/3/11,4237
DC10,DC9,2021/3/11,258
DC3,DC5,2021/3/12,6
DC3,DC10,2021/3/12,1
DC5,DC3,2021/3/12,43
DC5,DC10,2021/3/12,320
DC7,DC3,2021/3/12,812
DC7,DC5,2021/3/12,696
DC7,DC9,2021/3/12,3309
DC7,DC10,2021/3/12,2
DC9,DC3,2021/3/12,11319
DC9,DC5,2021/3/12,10009
DC9,DC10,2021/3/12,140
DC10,DC3,2021/3/12,5509
DC10,DC5,2021/3/12,7360
DC10,DC9,2021/3/12,467
DC3,DC10,2021/3/13,6
DC5,DC3,2021/3/13,37
DC5,DC10,2021/3/13,180
DC7,DC3,2021/3/13,343
DC7,DC5,2021/3/13,269
DC7,DC9,2021/3/13,3737
DC9,DC3,2021/3/13,6309
DC9,DC5,2021/3/13,9657
DC9,DC10,2021/3/13,69
DC10,DC3,2021/3/13,6884
DC10,DC5,2021/3/13,2640
DC10,DC9,2021/3/13,136
DC3,DC5,2021/3/14,4
DC5,DC3,2021/3/14,44
DC5,DC9,2021/3/14,3
DC5,DC10,2021/3/14,232
DC7,DC3,2021/3/14,737
DC7,DC5,2021/3/14,447
DC7,DC9,2021/3/14,2392
DC9,DC3,2021/3/14,12754
DC9,DC5,2021/3/14,12465
DC9,DC10,2021/3/14,110
DC10,DC3,2021/3/14,2865
DC10,DC5,2021/3/14,2097
DC10,DC9,2021/3/14,257
DC5,DC3,2021/3/15,17
DC5,DC9,2021/3/15,7
DC5,DC10,2021/3/15,90
DC7,DC3,2021/3/15,399
DC7,DC5,2021/3/15,399
DC7,DC9,2021/3/15,2722
DC7,DC10,2021/3/15,4
DC9,DC3,2021/3/15,11672
DC9,DC5,2021/3/15,5338
DC9,DC10,2021/3/15,137
DC10,DC3,2021/3/15,5093
DC10,DC5,2021/3/15,4433
DC10,DC9,2021/3/15,269
DC5,DC3,2021/3/16,49
DC5,DC9,2021/3/16,2
DC5,DC10,2021/3/16,341
DC7,DC3,2021/3/16,1011
DC7,DC5,2021/3/16,367
DC7,DC9,2021/3/16,3212
DC7,DC10,2021/3/16,6
DC9,DC3,2021/3/16,8629
DC9,DC5,2021/3/16,11818
DC9,DC10,2021/3/16,173
DC10,DC3,2021/3/16,6538
DC10,DC5,2021/3/16,5098
DC10,DC9,2021/3/16,386
DC5,DC3,2021/3/17,51
DC5,DC10,2021/3/17,220
DC7,DC3,2021/3/17,486
DC7,DC5,2021/3/17,318
DC7,DC9,2021/3/17,3610
DC7,DC10,2021/3/17,6
DC9,DC3,2021/3/17,9029
DC9,DC5,2021/3/17,12226
DC9,DC10,2021/3/17,131
DC10,DC3,2021/3/17,7415
DC10,DC5,2021/3/17,6886
DC10,DC9,2021/3/17,415
DC3,DC5,2021/3/18,1
DC3,DC10,2021/3/18,1
DC5,DC3,2021/3/18,97
DC5,DC9,2021/3/18,29
DC5,DC10,2021/3/18,171
DC7,DC3,2021/3/18,327
DC7,DC5,2021/3/18,456
DC7,DC9,2021/3/18,1370
DC7,DC10,2021/3/18,3
DC9,DC3,2021/3/18,12201
DC9,DC5,2021/3/18,4281
DC9,DC10,2021/3/18,168
DC10,DC3,2021/3/18,5741
DC10,DC5,2021/3/18,6714
DC10,DC9,2021/3/18,159
DC3,DC5,2021/3/19,4
DC3,DC9,2021/3/19,3
DC5,DC3,2021/3/19,36
DC5,DC9,2021/3/19,2
DC5,DC10,2021/3/19,155
DC7,DC3,2021/3/19,364
DC7,DC5,2021/3/19,503
DC7,DC9,2021/3/19,3269
DC7,DC10,2021/3/19,3
DC9,DC3,2021/3/19,6966
DC9,DC5,2021/3/19,13006
DC9,DC10,2021/3/19,130
DC10,DC3,2021/3/19,8495
DC10,DC5,2021/3/19,11726
DC10,DC9,2021/3/19,399
DC3,DC5,2021/3/20,3
DC5,DC3,2021/3/20,19
DC5,DC9,2021/3/20,4
DC5,DC10,2021/3/20,66
DC7,DC3,2021/3/20,420
DC7,DC5,2021/3/20,327
DC7,DC9,2021/3/20,2273
DC9,DC3,2021/3/20,4261
DC9,DC5,2021/3/20,7238
DC9,DC10,2021/3/20,190
DC10,DC3,2021/3/20,10653
DC10,DC5,2021/3/20,5169
DC10,DC9,2021/3/20,207
DC3,DC5,2021/3/21,2
DC3,DC9,2021/3/21,1
DC3,DC10,2021/3/21,2
DC5,DC3,2021/3/21,20
DC5,DC10,2021/3/21,103
DC7,DC3,2021/3/21,313
DC7,DC5,2021/3/21,385
DC7,DC9,2021/3/21,1118
DC7,DC10,2021/3/21,4
DC9,DC3,2021/3/21,8923
DC9,DC5,2021/3/21,5058
DC9,DC10,2021/3/21,72
DC10,DC3,2021/3/21,5325
DC10,DC5,2021/3/21,7933
DC10,DC9,2021/3/21,159
DC3,DC10,2021/3/22,2
DC5,DC3,2021/3/22,87
DC5,DC10,2021/3/22,138
DC7,DC3,2021/3/22,279
DC7,DC5,2021/3/22,387
DC7,DC9,2021/3/22,2800
DC7,DC10,2021/3/22,3
DC9,DC3,2021/3/22,9683
DC9,DC5,2021/3/22,8063
DC9,DC10,2021/3/22,211
DC10,DC3,2021/3/22,4746
DC10,DC5,2021/3/22,4911
DC10,DC9,2021/3/22,273
DC5,DC3,2021/3/23,35
DC5,DC10,2021/3/23,505
DC7,DC3,2021/3/23,282
DC7,DC5,2021/3/23,397
DC7,DC9,2021/3/23,2295
DC7,DC10,2021/3/23,10
DC9,DC3,2021/3/23,11910
DC9,DC5,2021/3/23,6412
DC9,DC10,2021/3/23,109
DC10,DC3,2021/3/23,5813
DC10,DC5,2021/3/23,7093
DC10,DC9,2021/3/23,250
DC5,DC3,2021/3/24,38
DC5,DC9,2021/3/24,4
DC5,DC10,2021/3/24,203
DC7,DC3,2021/3/24,340
DC7,DC5,2021/3/24,362
DC7,DC9,2021/3/24,3810
DC7,DC10,2021/3/24,2
DC9,DC3,2021/3/24,13208
DC9,DC5,2021/3/24,14409
DC9,DC10,2021/3/24,82
DC10,DC3,2021/3/24,5541
DC10,DC5,2021/3/24,5992
DC10,DC9,2021/3/24,371
DC3,DC10,2021/3/25,4
DC5,DC3,2021/3/25,39
DC5,DC9,2021/3/25,2
DC5,DC10,2021/3/25,172
DC7,DC3,2021/3/25,298
DC7,DC5,2021/3/25,379
DC7,DC9,2021/3/25,2151
DC7,DC10,2021/3/25,4
DC9,DC3,2021/3/25,14531
DC9,DC5,2021/3/25,10746
DC9,DC10,2021/3/25,163
DC10,DC3,2021/3/25,6974
DC10,DC5,2021/3/25,7233
DC10,DC9,2021/3/25,133
DC3,DC9,2021/3/26,4
DC3,DC10,2021/3/26,2
DC5,DC3,2021/3/26,45
DC5,DC10,2021/3/26,186
DC7,DC3,2021/3/26,568
DC7,DC5,2021/3/26,414
DC7,DC9,2021/3/26,2984
DC7,DC10,2021/3/26,7
DC9,DC3,2021/3/26,8853
DC9,DC5,2021/3/26,5334
DC9,DC10,2021/3/26,179
DC10,DC3,2021/3/26,8513
DC10,DC5,2021/3/26,7159
DC10,DC9,2021/3/26,303
DC3,DC5,2021/3/27,2
DC3,DC10,2021/3/27,3
DC5,DC3,2021/3/27,25
DC5,DC9,2021/3/27,3
DC5,DC10,2021/3/27,202
DC7,DC3,2021/3/27,502
DC7,DC5,2021/3/27,291
DC7,DC9,2021/3/27,3158
DC7,DC10,2021/3/27,3
DC9,DC3,2021/3/27,11693
DC9,DC5,2021/3/27,7783
DC9,DC10,2021/3/27,69
DC10,DC3,2021/3/27,2840
DC10,DC5,2021/3/27,5952
DC10,DC9,2021/3/27,206
DC3,DC5,2021/3/28,7
DC3,DC10,2021/3/28,3
DC5,DC3,2021/3/28,26
DC5,DC9,2021/3/28,2
DC5,DC10,2021/3/28,174
DC7,DC3,2021/3/28,296
DC7,DC5,2021/3/28,405
DC7,DC9,2021/3/28,1697
DC9,DC3,2021/3/28,15454
DC9,DC5,2021/3/28,4934
DC9,DC10,2021/3/28,76
DC10,DC3,2021/3/28,3940
DC10,DC5,2021/3/28,6258
DC10,DC9,2021/3/28,246
DC3,DC5,2021/3/29,2
DC5,DC3,2021/3/29,61
DC5,DC10,2021/3/29,369
DC7,DC3,2021/3/29,435
DC7,DC5,2021/3/29,282
DC7,DC9,2021/3/29,1479
DC9,DC3,2021/3/29,14034
DC9,DC5,2021/3/29,7273
DC9,DC10,2021/3/29,133
DC10,DC3,2021/3/29,6210
DC10,DC5,2021/3/29,6599
DC10,DC9,2021/3/29,270
DC3,DC10,2021/3/30,2
DC5,DC3,2021/3/30,85
DC5,DC10,2021/3/30,295
DC7,DC3,2021/3/30,409
DC7,DC5,2021/3/30,297
DC7,DC9,2021/3/30,2356
DC7,DC10,2021/3/30,4
DC9,DC3,2021/3/30,4601
DC9,DC5,2021/3/30,4365
DC9,DC10,2021/3/30,162
DC10,DC3,2021/3/30,5878
DC10,DC5,2021/3/30,7366
DC10,DC9,2021/3/30,340
DC3,DC5,2021/3/31,2
DC3,DC10,2021/3/31,3
DC5,DC3,2021/3/31,75
DC5,DC9,2021/3/31,2
DC5,DC10,2021/3/31,465
DC7,DC3,2021/3/31,406
DC7,DC5,2021/3/31,275
DC7,DC9,2021/3/31,3054
DC7,DC10,2021/3/31,7
DC9,DC3,2021/3/31,5129
DC9,DC5,2021/3/31,6613
DC9,DC10,2021/3/31,83
DC10,DC3,2021/3/31,4140
DC10,DC5,2021/3/31,5221
DC10,DC9,2021/3/31,154
DC3,DC5,2021/4/1,3
DC5,DC3,2021/4/1,101
DC5,DC9,2021/4/1,3
DC5,DC10,2021/4/1,209
DC7,DC3,2021/4/1,930
DC7,DC5,2021/4/1,187
DC7,DC9,2021/4/1,2280
DC7,DC10,2021/4/1,20
DC9,DC3,2021/4/1,6037
DC9,DC5,2021/4/1,6267
DC9,DC10,2021/4/1,253
DC10,DC3,2021/4/1,5171
DC10,DC5,2021/4/1,5350
DC10,DC9,2021/4/1,309
DC5,DC3,2021/4/2,60
DC5,DC9,2021/4/2,4
DC5,DC10,2021/4/2,80
DC7,DC3,2021/4/2,301
DC7,DC5,2021/4/2,281
DC7,DC9,2021/4/2,1742
DC7,DC10,2021/4/2,13
DC9,DC3,2021/4/2,7162
DC9,DC5,2021/4/2,5098
DC9,DC10,2021/4/2,86
DC10,DC3,2021/4/2,4630
DC10,DC5,2021/4/2,5269
DC10,DC9,2021/4/2,181
DC5,DC3,2021/4/3,39
DC5,DC9,2021/4/3,8
DC5,DC10,2021/4/3,72
DC7,DC3,2021/4/3,298
DC7,DC5,2021/4/3,273
DC7,DC9,2021/4/3,1923
DC7,DC10,2021/4/3,8
DC9,DC3,2021/4/3,2325
DC9,DC5,2021/4/3,3490
DC9,DC10,2021/4/3,157
DC10,DC3,2021/4/3,5890
DC10,DC5,2021/4/3,4691
DC10,DC9,2021/4/3,145
DC5,DC3,2021/4/4,6
DC5,DC9,2021/4/4,1
DC5,DC10,2021/4/4,60
DC7,DC3,2021/4/4,167
DC7,DC5,2021/4/4,112
DC7,DC9,2021/4/4,708
DC7,DC10,2021/4/4,7
DC9,DC3,2021/4/4,2319
DC9,DC5,2021/4/4,5085
DC9,DC10,2021/4/4,34
DC10,DC3,2021/4/4,2811
DC10,DC5,2021/4/4,2580
DC10,DC9,2021/4/4,72
DC3,DC10,2021/4/5,2
DC5,DC3,2021/4/5,10
DC5,DC10,2021/4/5,35
DC7,DC3,2021/4/5,305
DC7,DC5,2021/4/5,308
DC7,DC9,2021/4/5,1682
DC7,DC10,2021/4/5,5
DC9,DC3,2021/4/5,2411
DC9,DC5,2021/4/5,2568
DC9,DC10,2021/4/5,68
DC10,DC3,2021/4/5,2271
DC10,DC5,2021/4/5,2952
DC10,DC9,2021/4/5,241
DC3,DC10,2021/4/6,3
DC5,DC3,2021/4/6,2
DC5,DC10,2021/4/6,34
DC7,DC3,2021/4/6,470
DC7,DC5,2021/4/6,181
DC7,DC9,2021/4/6,3406
DC9,DC3,2021/4/6,5383
DC9,DC5,2021/4/6,4557
DC9,DC10,2021/4/6,200
DC10,DC3,2021/4/6,4554
DC10,DC5,2021/4/6,5123
DC10,DC9,2021/4/6,178
DC3,DC10,2021/4/7,3
DC5,DC3,2021/4/7,20
DC5,DC9,2021/4/7,2
DC5,DC10,2021/4/7,106
DC7,DC3,2021/4/7,289
DC7,DC5,2021/4/7,842
DC7,DC9,2021/4/7,3978
DC7,DC10,2021/4/7,7
DC9,DC3,2021/4/7,4574
DC9,DC5,2021/4/7,3574
DC9,DC10,2021/4/7,239
DC10,DC3,2021/4/7,6526
DC10,DC5,2021/4/7,4691
DC10,DC9,2021/4/7,193
DC3,DC5,2021/4/8,3
DC3,DC10,2021/4/8,11
DC5,DC3,2021/4/8,31
DC5,DC9,2021/4/8,1
DC5,DC10,2021/4/8,65
DC7,DC3,2021/4/8,593
DC7,DC5,2021/4/8,313
DC7,DC9,2021/4/8,2761
DC7,DC10,2021/4/8,9
DC9,DC3,2021/4/8,5237
DC9,DC5,2021/4/8,6493
DC9,DC10,2021/4/8,123
DC10,DC3,2021/4/8,7454
DC10,DC5,2021/4/8,6169
DC10,DC9,2021/4/8,133
DC5,DC3,2021/4/9,15
DC5,DC9,2021/4/9,5
DC5,DC10,2021/4/9,218
DC7,DC3,2021/4/9,490
DC7,DC5,2021/4/9,494
DC7,DC9,2021/4/9,3970
DC7,DC10,2021/4/9,3
DC9,DC3,2021/4/9,4911
DC9,DC5,2021/4/9,7925
DC9,DC10,2021/4/9,225
DC10,DC3,2021/4/9,4043
DC10,DC5,2021/4/9,7802
DC10,DC9,2021/4/9,245
DC3,DC10,2021/4/10,3
DC5,DC3,2021/4/10,18
DC5,DC10,2021/4/10,65
DC7,DC3,2021/4/10,403
DC7,DC5,2021/4/10,402
DC7,DC9,2021/4/10,3979
DC7,DC10,2021/4/10,6
DC9,DC3,2021/4/10,2187
DC9,DC5,2021/4/10,5915
DC9,DC10,2021/4/10,103
DC10,DC3,2021/4/10,3689
DC10,DC5,2021/4/10,2753
DC10,DC9,2021/4/10,155
DC3,DC5,2021/4/11,1
DC5,DC3,2021/4/11,11
DC5,DC10,2021/4/11,167
DC7,DC3,2021/4/11,430
DC7,DC5,2021/4/11,179
DC7,DC9,2021/4/11,1670
DC7,DC10,2021/4/11,4
DC9,DC3,2021/4/11,5295
DC9,DC5,2021/4/11,4379
DC9,DC10,2021/4/11,114
DC10,DC3,2021/4/11,3639
DC10,DC5,2021/4/11,3489
DC10,DC9,2021/4/11,155
DC5,DC3,2021/4/12,16
DC5,DC10,2021/4/12,69
DC7,DC3,2021/4/12,290
DC7,DC5,2021/4/12,417
DC7,DC9,2021/4/12,1514
DC7,DC10,2021/4/12,3
DC9,DC3,2021/4/12,7647
DC9,DC5,2021/4/12,6775
DC9,DC10,2021/4/12,227
DC10,DC3,2021/4/12,4069
DC10,DC5,2021/4/12,3474
DC10,DC9,2021/4/12,103
DC5,DC3,2021/4/13,69
DC5,DC10,2021/4/13,442
DC7,DC3,2021/4/13,297
DC7,DC5,2021/4/13,355
DC7,DC9,2021/4/13,1442
DC7,DC10,2021/4/13,26
DC9,DC3,2021/4/13,14943
DC9,DC5,2021/4/13,5477
DC9,DC10,2021/4/13,80
DC10,DC3,2021/4/13,3610
DC10,DC5,2021/4/13,3051
DC10,DC9,2021/4/13,242
DC3,DC10,2021/4/14,2
DC5,DC3,2021/4/14,25
DC5,DC10,2021/4/14,231
DC7,DC3,2021/4/14,330
DC7,DC5,2021/4/14,322
DC7,DC9,2021/4/14,3723
DC7,DC10,2021/4/14,6
DC9,DC3,2021/4/14,6621
DC9,DC5,2021/4/14,4527
DC9,DC10,2021/4/14,112
DC10,DC3,2021/4/14,4188
DC10,DC5,2021/4/14,3142
DC10,DC9,2021/4/14,129
DC3,DC10,2021/4/15,2
DC5,DC3,2021/4/15,51
DC5,DC9,2021/4/15,6
DC5,DC10,2021/4/15,887
DC7,DC3,2021/4/15,292
DC7,DC5,2021/4/15,271
DC7,DC9,2021/4/15,1263
DC7,DC10,2021/4/15,4
DC9,DC3,2021/4/15,5997
DC9,DC5,2021/4/15,6313
DC9,DC10,2021/4/15,154
DC10,DC3,2021/4/15,3894
DC10,DC5,2021/4/15,5519
DC10,DC9,2021/4/15,219
DC3,DC5,2021/4/16,16
DC5,DC3,2021/4/16,17
DC5,DC10,2021/4/16,237
DC7,DC3,2021/4/16,308
DC7,DC5,2021/4/16,274
DC7,DC9,2021/4/16,2886
DC7,DC10,2021/4/16,6
DC9,DC3,2021/4/16,9478
DC9,DC5,2021/4/16,6382
DC9,DC10,2021/4/16,74
DC10,DC3,2021/4/16,9315
DC10,DC5,2021/4/16,5215
DC10,DC9,2021/4/16,206
DC3,DC10,2021/4/17,1
DC5,DC3,2021/4/17,55
DC5,DC9,2021/4/17,1
DC5,DC10,2021/4/17,487
DC7,DC3,2021/4/17,365
DC7,DC5,2021/4/17,445
DC7,DC9,2021/4/17,2085
DC7,DC10,2021/4/17,2
DC9,DC3,2021/4/17,4202
DC9,DC5,2021/4/17,4987
DC9,DC10,2021/4/17,88
DC10,DC3,2021/4/17,4322
DC10,DC5,2021/4/17,5670
DC10,DC9,2021/4/17,384
DC5,DC3,2021/4/18,55
DC5,DC9,2021/4/18,4
DC5,DC10,2021/4/18,146
DC7,DC3,2021/4/18,428
DC7,DC5,2021/4/18,383
DC7,DC9,2021/4/18,1053
DC9,DC3,2021/4/18,6355
DC9,DC5,2021/4/18,7823
DC9,DC10,2021/4/18,333
DC10,DC3,2021/4/18,9864
DC10,DC5,2021/4/18,7035
DC10,DC9,2021/4/18,260
DC5,DC3,2021/4/19,30
DC5,DC10,2021/4/19,414
DC7,DC3,2021/4/19,377
DC7,DC5,2021/4/19,467
DC7,DC9,2021/4/19,1442
DC9,DC3,2021/4/19,7333
DC9,DC5,2021/4/19,5454
DC9,DC10,2021/4/19,509
DC10,DC3,2021/4/19,5625
DC10,DC5,2021/4/19,5555
DC10,DC9,2021/4/19,192
DC3,DC10,2021/4/20,15
DC5,DC3,2021/4/20,27
DC5,DC9,2021/4/20,3
DC5,DC10,2021/4/20,212
DC7,DC3,2021/4/20,302
DC7,DC5,2021/4/20,271
DC7,DC9,2021/4/20,3144
DC7,DC10,2021/4/20,7
DC9,DC3,2021/4/20,12532
DC9,DC5,2021/4/20,7035
DC9,DC10,2021/4/20,112
DC10,DC3,2021/4/20,2119
DC10,DC5,2021/4/20,6791
DC10,DC9,2021/4/20,167
DC3,DC10,2021/4/21,3
DC5,DC3,2021/4/21,50
DC5,DC10,2021/4/21,413
DC7,DC3,2021/4/21,129
DC7,DC5,2021/4/21,287
DC7,DC9,2021/4/21,3619
DC7,DC10,2021/4/21,2
DC9,DC3,2021/4/21,6112
DC9,DC5,2021/4/21,6473
DC9,DC10,2021/4/21,253
DC10,DC3,2021/4/21,5678
DC10,DC5,2021/4/21,2095
DC10,DC9,2021/4/21,203
DC5,DC3,2021/4/22,40
DC5,DC9,2021/4/22,4
DC5,DC10,2021/4/22,348
DC7,DC3,2021/4/22,333
DC7,DC5,2021/4/22,172
DC7,DC9,2021/4/22,1448
DC7,DC10,2021/4/22,4
DC9,DC3,2021/4/22,4492
DC9,DC5,2021/4/22,4462
DC9,DC10,2021/4/22,70
DC10,DC3,2021/4/22,6726
DC10,DC5,2021/4/22,4524
DC10,DC9,2021/4/22,272
DC3,DC10,2021/4/23,8
DC5,DC3,2021/4/23,117
DC5,DC9,2021/4/23,8
DC5,DC10,2021/4/23,630
DC7,DC3,2021/4/23,390
DC7,DC5,2021/4/23,289
DC7,DC9,2021/4/23,2193
DC7,DC10,2021/4/23,4
DC9,DC3,2021/4/23,6551
DC9,DC5,2021/4/23,7835
DC9,DC10,2021/4/23,119
DC10,DC3,2021/4/23,5844
DC10,DC5,2021/4/23,5010
DC10,DC9,2021/4/23,437
DC5,DC3,2021/4/24,157
DC5,DC9,2021/4/24,2
DC5,DC10,2021/4/24,191
DC7,DC3,2021/4/24,497
DC7,DC5,2021/4/24,369
DC7,DC9,2021/4/24,3702
